"","user_id","session","Pack","Start Date","Start Time","End Date","End Time","Exit Status","Exit Screen","Build Date","Application Version","Android Version","Device ID","Device Manufacturer","Device Model","Launch Type","Beep File","Target Beep Time","Actual Beep Time","Screen Trail","bed_time","getup_time","sleep_quality","mindsharp","concentrate","game_distract","SYMBOL_SEARCH.median.RT.all_trials","SYMBOL_SEARCH.median.RT.accurate_trials","SYMBOL_SEARCH.median.RT.error_trials","SYMBOL_SEARCH.median.RT.lure_trials","SYMBOL_SEARCH.median.RT.normal_trials","SYMBOL_SEARCH.sd.RT.all_trials","SYMBOL_SEARCH.sd.RT.accurate_trials","SYMBOL_SEARCH.sd.RT.error_trials","SYMBOL_SEARCH.sd.RT.lure_trials","SYMBOL_SEARCH.sd.RT.normal_trials","SYMBOL_SEARCH.proportion.accurate.trials","SYMBOL_SEARCH.proportion.error.trials","SYMBOL_SEARCH.n.filtered.trials","SYMBOL_SEARCH.n.accurate.trials","SYMBOL_SEARCH.n.error.trials","SYMBOL_SEARCH.n.lure.trials","SYMBOL_SEARCH.n.normal.trials","SYMBOL_SEARCH.n.trials","SYMBOL_SEARCH.PACKAGE.VERSION","DOT_MEMORY.median.RT.all_trials","DOT_MEMORY.sd.RT.all_trials","DOT_MEMORY.median.RT.perfect_trials","DOT_MEMORY.sd.RT.perfect_trials","DOT_MEMORY.median.RT.nonperfect_trials","DOT_MEMORY.sd.RT.nonperfect_trials","DOT_MEMORY.median.error.distance.overall","DOT_MEMORY.sd.error.distance.overall","DOT_MEMORY.sum.error.distance.overall","DOT_MEMORY.count.perfect.dots","DOT_MEMORY.count.perfect.trials","DOT_MEMORY.n.filtered.trials","DOT_MEMORY.n.trials","DOT_MEMORY.prop.perfect.trials","DOT_MEMORY.PACKAGE.VERSION","COLOR_SHAPES.median.RT.all_trials","COLOR_SHAPES.median.RT.HIT_trials","COLOR_SHAPES.median.RT.FA_trials","COLOR_SHAPES.median.RT.MISS_trials","COLOR_SHAPES.median.RT.CR_trials","COLOR_SHAPES.sd.RT.all_trials","COLOR_SHAPES.sd.RT.HIT_trials","COLOR_SHAPES.sd.RT.FA_trials","COLOR_SHAPES.sd.RT.MISS_trials","COLOR_SHAPES.sd.RT.CR_trials","COLOR_SHAPES.n.HIT","COLOR_SHAPES.n.FA","COLOR_SHAPES.n.MISS","COLOR_SHAPES.n.CR","COLOR_SHAPES.n.change.trials","COLOR_SHAPES.n.no_change.trials","COLOR_SHAPES.n.filtered.trials","COLOR_SHAPES.n.trials","COLOR_SHAPES.HIT.rate","COLOR_SHAPES.FA.rate","COLOR_SHAPES.MISS.rate","COLOR_SHAPES.CR.rate","COLOR_SHAPES.CorRec.rate","COLOR_SHAPES.HIT.rate.adj","COLOR_SHAPES.FA.rate.adj","COLOR_SHAPES.MISS.rate.adj","COLOR_SHAPES.CR.rate.adj","COLOR_SHAPES.z.HIT.rate","COLOR_SHAPES.z.FA.rate","COLOR_SHAPES.z.MISS.rate","COLOR_SHAPES.z.CR.rate","COLOR_SHAPES.dprime","COLOR_SHAPES.beta","COLOR_SHAPES.c","COLOR_SHAPES.PACKAGE.VERSION","moment_surveys"
"34","319","4","Survey",2024-07-17,14:37:49,2024-07-17,14:44:33,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:00 PM",07:00:00,"100",70,60,51,3602,3602,NA,3769,3435,1478.24128413383,1478.24128413383,NA,1558.97650719952,1478.59409575448,1,0,0,18,0,9,9,18,0.0.0.9300,2746,1409.77586871105,2746,NA,3727,1825.74970902367,10,5.77350269189626,20,5,1,0,3,0.333333333333333,0.0.0.9300,1919,1812,2241.5,1855.5,2289,489.116312002234,NA,1127.83531599254,226.996328898362,473.494456144948,1,2,4,3,5,5,0,10,0.2,0.4,0.8,0.6,-0.2,0.2,0.4,0.8,0.6,-0.841621233572914,-0.2533471031358,0.841621233572914,0.2533471031358,-0.588274130437114,0.724646903031409,0.547484168354357,0.0.0.9300,1
"35","319","5","Survey",2024-07-17,14:49:30,2024-07-17,14:54:21,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:00 PM",07:00:00,"100",70,40,17,2200.5,2200.5,NA,1586,2316,883.916383603457,883.916383603457,NA,685.788556659007,966.448265557966,1,0,0,18,0,9,9,18,0.0.0.9300,2520,3496.58895687402,NA,NA,2520,3496.58895687402,10,9.43145171772965,38.2514076993644,3,0,0,3,0,0.0.0.9300,1831.5,2403,NA,1478,2068,741.208780004363,1118.97155161931,NA,165.462986797652,498.429834580556,3,0,2,5,5,5,0,10,0.6,0,0.4,1,0.6,0.6,0.01,0.4,0.99,0.2533471031358,-2.32634787404084,-0.2533471031358,2.32634787404084,2.57969497717664,14.4957403629166,1.03650038545252,0.0.0.9300,2
"36","319","6","Survey",2024-07-17,15:07:00,2024-07-17,15:11:35,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:00 PM",07:00:00,"100",50,50,15,2591.5,2924.5,1566,2799,2384,1310.41033338038,1285.12414445713,188.090403795622,1373.59711261264,1307.82118426029,0.888888888888889,0.111111111111111,0,16,2,9,9,18,0.0.0.9300,3594,1276.85277146584,NA,NA,3594,1276.85277146584,18.2514076993644,5.63098798835182,62.6831552862278,1,0,0,3,0,0.0.0.9300,1500,1462,2351,1686.5,1560,395.907691261486,192.268042066278,NA,553.664609669067,297.99552569348,3,1,2,4,5,5,0,10,0.6,0.2,0.4,0.8,0.4,0.6,0.2,0.4,0.8,0.2533471031358,-0.841621233572914,-0.2533471031358,0.841621233572914,1.09496833670871,1.37998243809048,0.294137065218557,0.0.0.9300,3
"37","320","4","Survey",2024-08-05,10:47:09,2024-08-05,10:51:58,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:30 PM",07:30:00,"60",60,60,42,1893.5,2068.5,1650.5,1649,2756,1020.25330220176,1050.88082895572,2.12132034355964,900.338825109747,1055.27027870168,0.888888888888889,0.111111111111111,0,16,2,9,9,18,0.0.0.9300,3092,1323.20834842187,3092,NA,4021.5,1710.49130369026,10,5.77350269189626,20,5,1,0,3,0.333333333333333,0.0.0.9300,1781,1401,3375,1534,1939.5,648.808686063242,376.180807591243,NA,504.089608436172,310.943054808004,2,1,3,4,5,5,0,10,0.4,0.2,0.6,0.8,0.2,0.4,0.2,0.6,0.8,-0.2533471031358,-0.841621233572914,0.2533471031358,0.841621233572914,0.588274130437114,1.37998243809048,0.547484168354357,0.0.0.9300,1
"38","320","5","Survey",2024-08-05,10:56:58,2024-08-05,11:01:17,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:30 PM",07:30:00,"70",60,60,38,2167.5,2167.5,NA,1953,2534,791.718922939939,791.718922939939,NA,688.454569630012,784.776631348762,1,0,0,18,0,9,9,18,0.0.0.9300,6823,529.345192982172,7028,NA,6424.5,563.564104605678,5,5,15,6,1,0,3,0.333333333333333,0.0.0.9300,1645.5,1125,NA,1594,1899,423.411397001912,106.491001184764,NA,185.261976670875,329.633584454012,3,0,2,5,5,5,0,10,0.6,0,0.4,1,0.6,0.6,0.01,0.4,0.99,0.2533471031358,-2.32634787404084,-0.2533471031358,2.32634787404084,2.57969497717664,14.4957403629166,1.03650038545252,0.0.0.9300,2
"39","320","6","Survey",2024-08-05,11:11:53,2024-08-05,11:16:01,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:30 PM",07:30:00,"60",60,60,33,2410.5,2467,1814,2217,2467,811.168655851108,807.911586965394,NA,764.932095751715,871.551649518133,0.944444444444444,0.0555555555555556,0,17,1,9,9,18,0.0.0.9300,3285,717.07833137903,3285,NA,3674,963.079435976078,5,7.63762615825973,20,6,1,0,3,0.333333333333333,0.0.0.9300,1584,1180.5,2137,1818,1747,429.176524158637,80.8723273643917,NA,NA,358.233047982269,4,1,1,4,5,5,0,10,0.8,0.2,0.2,0.8,0.6,0.8,0.2,0.2,0.8,0.841621233572914,-0.841621233572914,-0.841621233572914,0.841621233572914,1.68324246714583,1,-1.11022302462516e-16,0.0.0.9300,3
"40","321","4","Survey",2024-08-14,10:56:35,2024-08-14,11:02:44,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","10:00 PM",07:00:00,"100",50,60,33,3132.5,3132.5,NA,2926,3516,1955.75768043364,1955.75768043364,NA,971.220552249133,2503.09188804566,1,0,0,18,0,9,9,18,0.0.0.9300,16078,8074.39310412863,NA,NA,16078,8074.39310412863,10,8.08172956933911,35.8113883008419,4,0,0,3,0,0.0.0.9300,2784,1661,NA,2818,3153,842.387486717234,253.144227664784,NA,924.071966894354,562.573106360409,2,0,3,5,5,5,0,10,0.4,0,0.6,1,0.4,0.4,0.01,0.6,0.99,-0.2533471031358,-2.32634787404084,0.2533471031358,2.32634787404084,2.07300077090504,14.4957403629166,1.28984748858832,0.0.0.9300,1
"41","321","6","Survey",2024-08-14,11:08:08,2024-08-14,11:13:05,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","10:00 PM",07:00:00,"90",50,50,44,2951,2951,NA,3134,2794,913.419440981742,913.419440981742,NA,969.256731269436,708.665823925494,1,0,0,18,0,9,9,18,0.0.0.9300,6703,4429.03589960614,NA,NA,6703,4429.03589960614,15,0,45,1,0,0,3,0,0.0.0.9300,2203,1755,NA,2256,2975,791.851417038996,274.786432222068,NA,NA,839.14378982389,4,0,1,5,5,5,0,10,0.8,0,0.2,1,0.8,0.8,0.01,0.2,0.99,0.841621233572914,-2.32634787404084,-0.841621233572914,2.32634787404084,3.16796910761376,10.5042933611349,0.742363320233963,0.0.0.9300,2
"42","321","7","Survey",2024-08-14,11:23:28,2024-08-14,11:28:09,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","10:00 PM",07:00:00,"80",40,60,39,2350,2567,1684,2317,2383,1404.50145598689,1433.80407192429,118.79393923934,1718.02413965708,1014.58649212376,0.888888888888889,0.111111111111111,0,16,2,9,9,18,0.0.0.9300,3564,2786.83500289008,NA,NA,3564,2786.83500289008,15,4.65034197014257,48.2514076993644,1,0,0,3,0,0.0.0.9300,2376,1988,2821,2318,2376,573.653486193732,926.122202159809,594.187119797571,309.712770159708,59.39696961967,3,3,2,2,5,5,0,10,0.6,0.6,0.4,0.4,0,0.6,0.6,0.4,0.4,0.2533471031358,0.2533471031358,-0.2533471031358,-0.2533471031358,0,1,-0.2533471031358,0.0.0.9300,3
"43","322","4","Survey",2024-09-10,11:03:55,2024-09-10,11:10:47,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","9:30 PM",07:10:00,"60",60,60,32,3748,3748,NA,3676,3933,1302.30827374677,1302.30827374677,NA,1266.59255265632,1384.92219998092,1,0,0,18,0,9,9,18,0.0.0.9300,8717,431.241618276035,NA,NA,8717,431.241618276035,12.0710678118655,6.06507320811347,38.2842712474619,3,0,0,3,0,0.0.0.9300,1836.5,1607.5,NA,1790,2327,536.108239485689,393.964888452427,NA,NA,581.635194946111,4,0,1,5,5,5,0,10,0.8,0,0.2,1,0.8,0.8,0.01,0.2,0.99,0.841621233572914,-2.32634787404084,-0.841621233572914,2.32634787404084,3.16796910761376,10.5042933611349,0.742363320233963,0.0.0.9300,1
"44","322","5","Survey",2024-09-10,11:16:13,2024-09-10,11:22:29,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","9:30 PM",07:10:00,"60",60,50,27,4367,4367,NA,3669,4803,1436.55878877085,1436.55878877085,NA,1488.52279495852,1408.38364801641,1,0,0,18,0,9,9,18,0.0.0.9300,9095,3441.22928617086,4952,NA,10439,1900.70302782944,10,11.0517171552254,32.0710678118655,4,1,0,3,0.333333333333333,0.0.0.9300,2152,2579.5,2105,2468,1982,601.83345795254,764.158960339187,NA,NA,131.368438624605,4,1,1,4,5,5,0,10,0.8,0.2,0.2,0.8,0.6,0.8,0.2,0.2,0.8,0.841621233572914,-0.841621233572914,-0.841621233572914,0.841621233572914,1.68324246714583,1,-1.11022302462516e-16,0.0.0.9300,2
"45","322","6","Survey",2024-09-10,11:36:30,2024-09-10,11:42:36,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","9:30 PM",07:10:00,"70",70,60,41,4074.5,4074.5,NA,4685,3736,1602.90350522382,1602.90350522382,NA,1647.20969453733,1632.05819272612,1,0,0,18,0,9,9,18,0.0.0.9300,4822,2146.85102728003,5642,2961.36319960926,4822,NA,0,2.88675134594813,5,8,2,0,3,0.666666666666667,0.0.0.9300,2381.5,2533,NA,NA,2230,871.600724083122,1170.38839707167,NA,NA,373.940770711085,5,0,0,5,5,5,0,10,1,0,0,1,1,0.99,0.01,0.01,0.99,2.32634787404084,-2.32634787404084,-2.32634787404084,2.32634787404084,4.65269574808168,1,0,0.0.0.9300,3
"46","323","4","Survey",2024-08-22,12:26:51,2024-08-22,12:33:07,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","3:30 AM",08:00:00,"10",30,30,54,2093,2093,NA,1966,2316,836.659051992534,836.659051992534,NA,663.907184778113,959.499667071913,1,0,0,18,0,9,9,18,0.0.0.9300,5897,405.17321398796,5897,NA,6183,523.259018078045,5,6.06507320811347,17.0710678118655,6,1,0,3,0.333333333333333,0.0.0.9300,2143.5,2013,NA,2268,2019,1027.60874525927,1627.50709163842,NA,NA,576.896611187828,4,0,1,5,5,5,0,10,0.8,0,0.2,1,0.8,0.8,0.01,0.2,0.99,0.841621233572914,-2.32634787404084,-0.841621233572914,2.32634787404084,3.16796910761376,10.5042933611349,0.742363320233963,0.0.0.9300,1
"47","323","5","Survey",2024-08-22,12:38:34,2024-08-22,12:43:18,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","3:30 AM",08:00:00,"30",30,30,40,2267,2267,NA,2267,2267,767.992561919319,767.992561919319,NA,456.641757228185,995.764028271759,1,0,0,18,0,9,9,18,0.0.0.9300,8897,6291.48999310444,12916,5683.72430717747,4532,NA,0,2.88675134594813,5,8,2,0,3,0.666666666666667,0.0.0.9300,2265,2356,NA,3355.5,2161,564.628333999947,426.100144723436,NA,422.142748368369,220.094297972483,3,0,2,5,5,5,0,10,0.6,0,0.4,1,0.6,0.6,0.01,0.4,0.99,0.2533471031358,-2.32634787404084,-0.2533471031358,2.32634787404084,2.57969497717664,14.4957403629166,1.03650038545252,0.0.0.9300,2
"48","323","6","Survey",2024-08-22,12:53:50,2024-08-22,12:58:32,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen>game_distract_screen>thank_you_screen","3:30 AM",08:00:00,"20",40,40,19,2126,2126,NA,2083,2234,658.468675589072,658.468675589072,NA,588.272470884028,746.981220944974,1,0,0,18,0,9,9,18,0.0.0.9300,7126,1582.58059299782,NA,NA,7126,1582.58059299782,5,2.88675134594813,20,5,0,0,3,0,0.0.0.9300,2267,2150,NA,1916,2381,487.279762217421,605.905933293279,NA,NA,440.228349836764,4,0,1,5,5,5,0,10,0.8,0,0.2,1,0.8,0.8,0.01,0.2,0.99,0.841621233572914,-2.32634787404084,-0.841621233572914,2.32634787404084,3.16796910761376,10.5042933611349,0.742363320233963,0.0.0.9300,3
"49","324","4","Survey",2024-09-13,10:45:17,2024-09-13,10:51:14,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:45 PM",06:40:00,"40",70,70,59,3351.5,3309,3925.5,3683,3016,1046.10213481791,1099.79336695581,342.946788875476,517.54951453943,1415.17490085148,0.888888888888889,0.111111111111111,0,16,2,9,9,18,0.0.0.9300,5471,1460.00730591779,NA,NA,5471,1460.00730591779,10,2.88675134594813,25,4,0,0,3,0,0.0.0.9300,1864.5,2607.5,NA,1578,1780,553.14817183102,917.117495198952,NA,430.049221988987,262.727425290928,2,0,3,5,5,5,0,10,0.4,0,0.6,1,0.4,0.4,0.01,0.6,0.99,-0.2533471031358,-2.32634787404084,0.2533471031358,2.32634787404084,2.07300077090504,14.4957403629166,1.28984748858832,0.0.0.9300,1
"50","324","5","Survey",2024-09-13,11:08:45,2024-09-13,11:13:20,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:45 PM",06:40:00,"40",60,60,28,3375.5,3375.5,NA,3283,3468,1072.44691353602,1072.44691353602,NA,1359.12751834076,721.591951482584,1,0,0,18,0,9,9,18,0.0.0.9300,8525,5760.04178225587,NA,NA,8525,5760.04178225587,12.0710678118655,5,36.2132034355964,3,0,0,3,0,0.0.0.9300,1824,1743,NA,1983,1797,208.650691614265,9.89949493661167,NA,84.3583625572079,272.244926490835,2,0,3,5,5,5,0,10,0.4,0,0.6,1,0.4,0.4,0.01,0.6,0.99,-0.2533471031358,-2.32634787404084,0.2533471031358,2.32634787404084,2.07300077090504,14.4957403629166,1.28984748858832,0.0.0.9300,2
"51","324","6","Survey",2024-09-13,11:24:06,2024-09-13,11:28:35,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:45 PM",06:40:00,"30",60,60,45,2743,2800,1734,2900,2684,633.525894359125,594.190780661842,NA,834.929637753985,385.084081727614,0.944444444444444,0.0555555555555556,0,17,1,9,9,18,0.0.0.9300,11462,1242.20462619221,NA,NA,11462,1242.20462619221,10,1.1957315586905,32.0710678118655,3,0,0,3,0,0.0.0.9300,1998,2046,NA,1889,1950,765.99144178567,193.985394639218,NA,364.867099092259,1100.66693418127,3,0,2,5,5,5,0,10,0.6,0,0.4,1,0.6,0.6,0.01,0.4,0.99,0.2533471031358,-2.32634787404084,-0.2533471031358,2.32634787404084,2.57969497717664,14.4957403629166,1.03650038545252,0.0.0.9300,3
"52","325","5","Survey",2024-09-09,11:15:40,2024-09-09,11:19:57,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:10 PM",06:00:00,"80",90,90,9,2299.5,2299.5,NA,1999,2333,914.281910443768,914.281910443768,NA,665.78902647744,1147.803711926,1,0,0,18,0,9,9,18,0.0.0.9300,4704,1740.21445038631,3549.5,2273.34830151475,4704,NA,0,8.66025403784439,15,6,2,0,3,0.666666666666667,0.0.0.9300,1512,2146,NA,NA,1342,649.578119500136,719.251833504788,NA,NA,171.065192251375,5,0,0,5,5,5,0,10,1,0,0,1,1,0.99,0.01,0.01,0.99,2.32634787404084,-2.32634787404084,-2.32634787404084,2.32634787404084,4.65269574808168,1,0,0.0.0.9300,1
"53","325","6","Survey",2024-09-09,11:25:43,2024-09-09,11:30:48,"NORMAL","thank_you_screen","7/13/18 10:20 AM",1.1,9,"a2e6832dde271fe8","Xiaomi","Redmi Note 8","NORMAL_LAUNCH","NO_BEEP_FILE","NOT SET","NOT SET","before_intro>bedtime_screen>Getuptime_screen>sleep_quality_screen>mindsharp_screen>concentrate_screen>SymbolSearch_intro_screen>game_Symbol>game_Symbol___game>DotMem_intro_screen>game_DotMemory>game_DotMemory___game>MemBinding_intro_screen>game_MemBinding>game_MemBinding___game>game_distract_screen>thank_you_screen","11:10 PM",06:00:00,"100",100,100,0,2108.5,2033,2917,2151,2066,981.302229366405,1059.2994225745,511.415030413981,821.046351377991,1166.35673264134,0.833333333333333,0.166666666666667,0,15,3,9,9,18,0.0.0.9300,5183,803.037359031322,NA,NA,5183,803.037359031322,10,5.79747607130064,35.3224755112299,4,0,0,3,0,0.0.0.9300,1695.5,2437,NA,NA,1584,707.483144675546,745.560661515882,NA,NA,206.679220048848,5,0,0,5,5,5,0,10,1,0,0,1,1,0.99,0.01,0.01,0.99,2.32634787404084,-2.32634787404084,-2.32634787404084,2.32634787404084,4.65269574808168,1,0,0.0.0.9300,2
