task,person,occasion,unit,unit_type,value
dot_memory,352,3,2,trial,0
dot_memory,352,3,3,trial,0
dot_memory,353,1,1,trial,5.6903559372884915
dot_memory,353,1,2,trial,1.6666666666666667
dot_memory,353,1,3,trial,6.380711874576984
dot_memory,353,2,1,trial,5
dot_memory,353,2,2,trial,5.6903559372884915
dot_memory,353,2,3,trial,3.3333333333333335
dot_memory,353,3,1,trial,4.0236892706218255
dot_memory,353,3,2,trial,3.3333333333333335
dot_memory,353,3,3,trial,1.6666666666666667
dot_memory,354,1,1,trial,1.6666666666666667
dot_memory,354,1,2,trial,3.3333333333333335
dot_memory,354,1,3,trial,5.393446629166316
dot_memory,354,2,1,trial,8.440825170409967
dot_memory,354,2,2,trial,0
dot_memory,354,2,3,trial,0
dot_memory,354,3,1,trial,0
dot_memory,354,3,2,trial,0
dot_memory,354,3,3,trial,3.3333333333333335
dot_memory,355,1,1,trial,0
dot_memory,355,1,2,trial,0
dot_memory,355,1,3,trial,0
dot_memory,355,2,1,trial,0
dot_memory,355,2,2,trial,0
dot_memory,355,2,3,trial,3.3333333333333335
dot_memory,355,3,1,trial,1.6666666666666667
dot_memory,355,3,2,trial,0
dot_memory,355,3,3,trial,5
dot_memory,356,1,1,trial,5.6903559372884915
dot_memory,356,1,2,trial,4.714045207910317
dot_memory,356,1,3,trial,3.3333333333333335
dot_memory,356,2,1,trial,4.0236892706218255
dot_memory,356,2,2,trial,1.6666666666666667
dot_memory,356,2,3,trial,0
dot_memory,356,3,1,trial,1.6666666666666667
dot_memory,356,3,2,trial,1.6666666666666667
dot_memory,356,3,3,trial,0
dot_memory,357,1,1,trial,1.6666666666666667
dot_memory,357,1,2,trial,0
dot_memory,357,1,3,trial,3.3333333333333335
dot_memory,357,2,1,trial,0
dot_memory,357,2,2,trial,0
dot_memory,357,2,3,trial,1.6666666666666667
dot_memory,357,3,1,trial,2.3570226039551585
dot_memory,357,3,2,trial,0
dot_memory,357,3,3,trial,0
dot_memory,358,1,1,trial,0
dot_memory,358,1,2,trial,5
dot_memory,358,1,3,trial,2.3570226039551585
dot_memory,358,2,1,trial,2.3570226039551585
dot_memory,358,2,2,trial,0
dot_memory,358,2,3,trial,0
dot_memory,358,3,1,trial,0
dot_memory,358,3,2,trial,0
dot_memory,358,3,3,trial,5.6903559372884915
dot_memory,359,1,1,trial,3.72677996249965
dot_memory,359,1,2,trial,6.380711874576984
dot_memory,359,1,3,trial,1.6666666666666667
dot_memory,359,2,1,trial,5
dot_memory,359,2,2,trial,6.380711874576984
dot_memory,359,2,3,trial,7.060113295832983
dot_memory,359,3,1,trial,1.6666666666666667
dot_memory,359,3,2,trial,1.6666666666666667
dot_memory,359,3,3,trial,5
dot_memory,360,1,1,trial,3.72677996249965
dot_memory,360,1,2,trial,7.3570226039551585
dot_memory,360,1,3,trial,0
dot_memory,360,2,1,trial,1.6666666666666667
dot_memory,360,2,2,trial,5.6903559372884915
dot_memory,360,2,3,trial,8.333333333333334
dot_memory,360,3,1,trial,6.380711874576984
dot_memory,360,3,2,trial,4.0236892706218255
dot_memory,360,3,3,trial,6.666666666666667
dot_memory,361,1,1,trial,3.3333333333333335
dot_memory,361,1,2,trial,3.3333333333333335
dot_memory,361,1,3,trial,6.380711874576984
dot_memory,361,2,1,trial,3.3333333333333335
dot_memory,361,2,2,trial,0
dot_memory,361,2,3,trial,1.6666666666666667
dot_memory,361,3,1,trial,2.3570226039551585
dot_memory,361,3,2,trial,6.666666666666667
dot_memory,361,3,3,trial,4.0236892706218255
dot_memory,362,1,1,trial,0
dot_memory,362,1,2,trial,3.3333333333333335
dot_memory,362,1,3,trial,5.393446629166316
dot_memory,362,2,1,trial,2.3570226039551585
dot_memory,362,2,2,trial,5
dot_memory,362,2,3,trial,0
dot_memory,362,3,1,trial,5
dot_memory,362,3,2,trial,1.6666666666666667
dot_memory,362,3,3,trial,0
symbol_search,305,1,1,trial,4011
symbol_search,305,1,2,trial,4858
symbol_search,305,1,4,trial,2873
symbol_search,305,1,5,trial,3537
symbol_search,305,1,6,trial,3100
symbol_search,305,1,7,trial,3799
symbol_search,305,1,8,trial,2672
symbol_search,305,1,9,trial,4540
symbol_search,305,1,10,trial,3592
symbol_search,305,1,11,trial,3688
symbol_search,305,1,12,trial,3825
symbol_search,305,1,13,trial,3349
symbol_search,305,1,14,trial,2336
symbol_search,305,1,15,trial,3454
symbol_search,305,1,16,trial,4908
symbol_search,305,1,17,trial,3321
symbol_search,305,1,18,trial,3839
symbol_search,305,2,1,trial,3388
symbol_search,305,2,2,trial,1544
symbol_search,305,2,3,trial,1880
symbol_search,305,2,4,trial,3082
symbol_search,305,2,5,trial,4588
symbol_search,305,2,6,trial,3630
symbol_search,305,2,7,trial,2854
symbol_search,305,2,8,trial,1751
symbol_search,305,2,9,trial,2531
symbol_search,305,2,10,trial,2159
symbol_search,305,2,11,trial,2798
symbol_search,305,2,12,trial,3239
symbol_search,305,2,13,trial,2638
symbol_search,305,2,14,trial,3526
symbol_search,305,2,15,trial,2054
symbol_search,305,2,16,trial,3529
symbol_search,305,2,17,trial,3882
symbol_search,305,2,18,trial,4426
symbol_search,305,3,1,trial,2750
symbol_search,305,3,2,trial,3355
symbol_search,305,3,3,trial,3257
symbol_search,305,3,4,trial,3100
symbol_search,305,3,5,trial,3760
symbol_search,305,3,6,trial,4243
symbol_search,305,3,7,trial,3916
symbol_search,305,3,8,trial,2448
symbol_search,305,3,9,trial,3154
symbol_search,305,3,10,trial,2168
symbol_search,305,3,11,trial,3239
symbol_search,305,3,12,trial,2427
symbol_search,305,3,13,trial,2002
symbol_search,305,3,14,trial,2054
symbol_search,305,3,15,trial,3152
symbol_search,305,3,16,trial,2276
symbol_search,305,3,17,trial,2067
symbol_search,305,3,18,trial,3091
symbol_search,306,1,1,trial,3337
symbol_search,306,1,2,trial,10290
symbol_search,306,1,3,trial,2490
symbol_search,306,1,4,trial,2481
symbol_search,306,1,5,trial,2903
symbol_search,306,1,6,trial,3239
symbol_search,306,1,7,trial,2265
symbol_search,306,1,8,trial,2331
symbol_search,306,1,9,trial,3202
symbol_search,306,1,10,trial,2557
symbol_search,306,1,12,trial,2473
symbol_search,306,1,13,trial,3462
symbol_search,306,1,14,trial,1561
symbol_search,306,1,15,trial,2577
symbol_search,306,1,16,trial,2098
symbol_search,306,1,17,trial,3002
symbol_search,306,1,18,trial,2730
symbol_search,306,2,1,trial,1685
symbol_search,306,2,2,trial,1558
symbol_search,306,2,3,trial,2021
symbol_search,306,2,4,trial,1432
symbol_search,306,2,5,trial,2778
symbol_search,306,2,6,trial,2865
symbol_search,306,2,7,trial,3964
symbol_search,306,2,8,trial,3939
symbol_search,306,2,9,trial,4687
symbol_search,306,2,10,trial,2798
symbol_search,306,2,11,trial,3661
symbol_search,306,2,12,trial,4171
symbol_search,306,2,13,trial,4002
symbol_search,306,2,14,trial,2564
symbol_search,306,2,15,trial,3209
symbol_search,306,2,16,trial,2856
symbol_search,306,2,17,trial,3433
symbol_search,306,2,18,trial,3086
symbol_search,306,3,1,trial,2208
symbol_search,306,3,2,trial,3712
symbol_search,306,3,3,trial,2362
symbol_search,306,3,4,trial,3171
symbol_search,306,3,5,trial,3156
symbol_search,306,3,6,trial,2968
symbol_search,306,3,7,trial,3085
symbol_search,306,3,8,trial,2174
symbol_search,306,3,10,trial,4172
symbol_search,306,3,11,trial,3829
symbol_search,306,3,12,trial,2199
symbol_search,306,3,13,trial,4628
symbol_search,306,3,14,trial,3037
symbol_search,306,3,15,trial,2192
symbol_search,306,3,16,trial,2188
symbol_search,306,3,17,trial,3608
symbol_search,306,3,18,trial,4140
symbol_search,308,1,1,trial,3933
symbol_search,308,1,2,trial,1701
symbol_search,308,1,3,trial,1336
symbol_search,308,1,4,trial,4389
symbol_search,308,1,5,trial,2565
symbol_search,308,1,6,trial,2938
symbol_search,308,1,7,trial,2075
symbol_search,308,1,8,trial,2711
symbol_search,308,1,9,trial,1867
symbol_search,308,1,10,trial,2716
symbol_search,308,1,11,trial,2628
symbol_search,308,1,12,trial,2373
symbol_search,308,1,13,trial,2847
symbol_search,308,1,14,trial,1676
symbol_search,308,1,15,trial,2643
symbol_search,308,1,16,trial,2519
symbol_search,308,1,17,trial,4360
symbol_search,308,1,18,trial,2492
symbol_search,308,2,1,trial,7968
symbol_search,308,2,2,trial,5112
symbol_search,308,2,3,trial,1643
symbol_search,308,2,4,trial,5832
symbol_search,308,2,6,trial,1865
symbol_search,308,2,7,trial,912
symbol_search,308,2,8,trial,2169
symbol_search,308,2,9,trial,1782
symbol_search,308,2,10,trial,3756
symbol_search,308,2,11,trial,3236
symbol_search,308,2,12,trial,1072
symbol_search,308,2,13,trial,2350
symbol_search,308,2,14,trial,4080
symbol_search,308,2,15,trial,2016
symbol_search,308,2,16,trial,4356
symbol_search,308,2,17,trial,1780
symbol_search,308,3,1,trial,4922
symbol_search,308,3,2,trial,1903
symbol_search,308,3,3,trial,1848
symbol_search,308,3,4,trial,2234
symbol_search,308,3,5,trial,4277
symbol_search,308,3,6,trial,3086
symbol_search,308,3,7,trial,1935
symbol_search,308,3,8,trial,4071
symbol_search,308,3,9,trial,2380
symbol_search,308,3,10,trial,1204
symbol_search,308,3,11,trial,2152
symbol_search,308,3,12,trial,1919
symbol_search,308,3,14,trial,2607
symbol_search,308,3,15,trial,3455
symbol_search,308,3,16,trial,2681
symbol_search,308,3,17,trial,4621
symbol_search,308,3,18,trial,3284
symbol_search,309,1,1,trial,5456
symbol_search,309,1,2,trial,2044
symbol_search,309,1,3,trial,2923
symbol_search,309,1,4,trial,2036
symbol_search,309,1,5,trial,2925
symbol_search,309,1,6,trial,1683
symbol_search,309,1,7,trial,1650
symbol_search,309,1,8,trial,2382
symbol_search,309,1,9,trial,2401
symbol_search,309,1,10,trial,2384
symbol_search,309,1,12,trial,1004
symbol_search,309,1,13,trial,1350
symbol_search,309,1,14,trial,1576
symbol_search,309,1,16,trial,1251
symbol_search,309,1,17,trial,2073
symbol_search,309,1,18,trial,1260
symbol_search,309,2,1,trial,3301
symbol_search,309,2,2,trial,1550
symbol_search,309,2,3,trial,1084
symbol_search,309,2,4,trial,1651
symbol_search,309,2,5,trial,1568
symbol_search,309,2,6,trial,1800
symbol_search,309,2,7,trial,1383
symbol_search,309,2,8,trial,1536
symbol_search,309,2,10,trial,3115
symbol_search,309,2,11,trial,933
symbol_search,309,2,12,trial,1585
symbol_search,309,2,13,trial,2042
symbol_search,309,2,14,trial,1292
symbol_search,309,2,16,trial,1517
symbol_search,309,2,17,trial,1200
symbol_search,309,2,18,trial,1033
symbol_search,312,1,1,trial,2288
symbol_search,312,1,2,trial,11479
symbol_search,312,1,3,trial,2377
symbol_search,312,1,4,trial,2475
symbol_search,312,1,5,trial,1383
symbol_search,312,1,6,trial,2299
symbol_search,312,1,7,trial,2599
symbol_search,312,1,8,trial,2900
symbol_search,312,1,9,trial,2762
symbol_search,312,1,10,trial,2018
symbol_search,312,1,11,trial,3068
symbol_search,312,1,12,trial,2419
symbol_search,312,1,13,trial,2260
symbol_search,312,1,14,trial,2116
symbol_search,312,1,15,trial,2367
symbol_search,312,1,16,trial,2049
symbol_search,312,1,17,trial,2833
symbol_search,312,1,18,trial,3200
symbol_search,312,2,1,trial,1953
symbol_search,312,2,2,trial,1968
symbol_search,312,2,3,trial,1800
symbol_search,312,2,5,trial,1485
symbol_search,312,2,6,trial,2051
symbol_search,312,2,7,trial,1733
symbol_search,312,2,8,trial,2334
symbol_search,312,2,9,trial,1934
symbol_search,312,2,10,trial,1619
symbol_search,312,2,11,trial,1953
symbol_search,312,2,12,trial,2384
symbol_search,312,2,13,trial,2369
symbol_search,312,2,14,trial,3784
symbol_search,312,2,15,trial,2584
symbol_search,312,2,16,trial,1136
symbol_search,312,2,17,trial,4751
symbol_search,312,2,18,trial,1278
symbol_search,312,3,1,trial,5641
symbol_search,312,3,2,trial,2501
symbol_search,312,3,3,trial,1901
symbol_search,312,3,4,trial,1503
symbol_search,312,3,5,trial,1334
symbol_search,312,3,6,trial,1852
symbol_search,312,3,7,trial,2667
symbol_search,312,3,8,trial,2699
symbol_search,312,3,9,trial,2723
symbol_search,312,3,10,trial,1858
symbol_search,312,3,11,trial,2702
symbol_search,312,3,12,trial,2152
symbol_search,312,3,13,trial,3018
symbol_search,312,3,15,trial,982
symbol_search,312,3,16,trial,1069
symbol_search,312,3,17,trial,1310
symbol_search,312,3,18,trial,1096
symbol_search,313,1,1,trial,1662
symbol_search,313,1,2,trial,2600
symbol_search,313,1,3,trial,2175
symbol_search,313,1,4,trial,1850
symbol_search,313,1,5,trial,2323
symbol_search,313,1,6,trial,2935
symbol_search,313,1,8,trial,1971
symbol_search,313,1,9,trial,1900
symbol_search,313,1,10,trial,1785
symbol_search,313,1,11,trial,1785
symbol_search,313,1,12,trial,1441
symbol_search,313,1,13,trial,2068
symbol_search,313,1,14,trial,1951
symbol_search,313,1,15,trial,1017
symbol_search,313,1,16,trial,1333
symbol_search,313,1,17,trial,918
symbol_search,313,2,1,trial,1415
symbol_search,313,2,2,trial,1682
symbol_search,313,2,3,trial,3235
symbol_search,313,2,4,trial,1564
symbol_search,313,2,6,trial,2734
symbol_search,313,2,7,trial,1317
symbol_search,313,2,8,trial,1117
symbol_search,313,2,9,trial,2900
symbol_search,313,2,10,trial,1669
symbol_search,313,2,12,trial,2852
symbol_search,313,2,13,trial,1600
symbol_search,313,2,15,trial,1634
symbol_search,313,2,16,trial,1350
symbol_search,313,2,17,trial,2102
symbol_search,313,2,18,trial,6783
symbol_search,313,3,1,trial,1299
symbol_search,313,3,2,trial,783
symbol_search,313,3,3,trial,1268
symbol_search,313,3,4,trial,1466
symbol_search,313,3,6,trial,853
symbol_search,313,3,7,trial,2067
symbol_search,313,3,8,trial,1934
symbol_search,313,3,10,trial,1184
symbol_search,313,3,11,trial,1467
symbol_search,313,3,12,trial,2116
symbol_search,313,3,14,trial,1233
symbol_search,313,3,15,trial,2817
symbol_search,313,3,16,trial,2834
symbol_search,313,3,17,trial,2119
symbol_search,313,3,18,trial,1234
symbol_search,314,1,1,trial,2092
symbol_search,314,1,2,trial,1833
symbol_search,314,1,3,trial,2445
symbol_search,314,1,4,trial,1618
symbol_search,314,1,5,trial,1268
symbol_search,314,1,6,trial,2223
symbol_search,314,1,7,trial,1736
symbol_search,314,1,8,trial,1147
symbol_search,314,1,9,trial,2434
symbol_search,314,1,10,trial,2201
symbol_search,314,1,11,trial,2301
symbol_search,314,1,12,trial,1183
symbol_search,314,1,13,trial,2203
symbol_search,314,1,14,trial,1541
symbol_search,314,1,15,trial,1309
symbol_search,314,1,16,trial,1900
symbol_search,314,1,17,trial,1426
symbol_search,314,1,18,trial,1529
symbol_search,314,2,1,trial,1288
symbol_search,314,2,2,trial,1466
symbol_search,314,2,3,trial,1590
symbol_search,314,2,4,trial,1621
symbol_search,314,2,5,trial,1317
symbol_search,314,2,6,trial,1783
symbol_search,314,2,7,trial,1519
symbol_search,314,2,8,trial,2645
symbol_search,314,2,9,trial,1685
symbol_search,314,2,10,trial,1384
symbol_search,314,2,11,trial,2250
symbol_search,314,2,12,trial,1885
symbol_search,314,2,13,trial,1797
symbol_search,314,2,14,trial,1967
symbol_search,314,2,15,trial,2468
symbol_search,314,2,16,trial,1332
symbol_search,314,2,18,trial,1252
symbol_search,314,3,1,trial,2734
symbol_search,314,3,2,trial,1300
symbol_search,314,3,3,trial,2635
symbol_search,314,3,4,trial,1531
symbol_search,314,3,5,trial,2651
symbol_search,314,3,6,trial,2434
symbol_search,314,3,7,trial,3116
symbol_search,314,3,8,trial,3235
symbol_search,314,3,10,trial,1610
symbol_search,314,3,11,trial,1929
symbol_search,314,3,12,trial,1367
symbol_search,314,3,13,trial,2302
symbol_search,314,3,14,trial,1200
symbol_search,314,3,15,trial,1320
symbol_search,314,3,16,trial,1409
symbol_search,314,3,17,trial,2082
symbol_search,314,3,18,trial,1668
symbol_search,315,1,1,trial,4005
symbol_search,315,1,2,trial,4170
symbol_search,315,1,3,trial,1967
symbol_search,315,1,4,trial,4330
symbol_search,315,1,5,trial,3149
symbol_search,315,1,6,trial,4593
symbol_search,315,1,7,trial,4566
symbol_search,315,1,8,trial,4232
symbol_search,315,1,9,trial,7550
symbol_search,315,1,10,trial,3680
symbol_search,315,1,11,trial,3098
symbol_search,315,1,12,trial,5066
symbol_search,315,1,13,trial,4283
symbol_search,315,1,14,trial,3232
symbol_search,315,1,15,trial,6551
symbol_search,315,1,16,trial,3134
symbol_search,315,1,17,trial,3148
symbol_search,315,1,18,trial,4199
symbol_search,315,2,1,trial,3184
symbol_search,315,2,2,trial,3810
symbol_search,315,2,3,trial,2643
symbol_search,315,2,4,trial,2733
symbol_search,315,2,5,trial,3451
symbol_search,315,2,6,trial,3151
symbol_search,315,2,7,trial,7753
symbol_search,315,2,8,trial,2835
symbol_search,315,2,9,trial,3435
symbol_search,315,2,10,trial,4517
symbol_search,315,2,11,trial,1616
symbol_search,315,2,12,trial,2216
symbol_search,315,2,13,trial,2534
symbol_search,315,2,14,trial,3135
symbol_search,315,2,15,trial,5653
symbol_search,315,2,16,trial,4634
symbol_search,315,2,17,trial,3746
symbol_search,315,2,18,trial,3356
symbol_search,315,3,1,trial,3251
symbol_search,315,3,2,trial,4267
symbol_search,315,3,3,trial,2819
symbol_search,315,3,4,trial,3751
symbol_search,315,3,5,trial,2653
symbol_search,315,3,6,trial,3368
symbol_search,315,3,7,trial,6536
symbol_search,315,3,8,trial,6830
symbol_search,315,3,9,trial,3768
symbol_search,315,3,10,trial,2933
symbol_search,315,3,11,trial,5369
symbol_search,315,3,12,trial,2466
symbol_search,315,3,13,trial,3335
symbol_search,315,3,14,trial,3902
symbol_search,315,3,15,trial,5135
symbol_search,315,3,16,trial,2336
symbol_search,315,3,17,trial,2001
symbol_search,315,3,18,trial,3399
symbol_search,316,1,1,trial,2670
symbol_search,316,1,2,trial,2965
symbol_search,316,1,3,trial,5681
symbol_search,316,1,4,trial,3966
symbol_search,316,1,5,trial,2114
symbol_search,316,1,6,trial,5349
symbol_search,316,1,7,trial,1784
symbol_search,316,1,8,trial,4132
symbol_search,316,1,9,trial,1965
symbol_search,316,1,10,trial,2531
symbol_search,316,1,11,trial,2601
symbol_search,316,1,12,trial,3015
symbol_search,316,1,13,trial,2832
symbol_search,316,1,14,trial,2065
symbol_search,316,1,15,trial,3631
symbol_search,316,1,16,trial,4447
symbol_search,316,1,17,trial,3082
symbol_search,316,1,18,trial,4927
symbol_search,316,2,1,trial,5537
symbol_search,316,2,2,trial,2517
symbol_search,316,2,3,trial,2470
symbol_search,316,2,4,trial,3552
symbol_search,316,2,5,trial,2210
symbol_search,316,2,6,trial,3935
symbol_search,316,2,7,trial,3934
symbol_search,316,2,8,trial,3468
symbol_search,316,2,9,trial,1718
symbol_search,316,2,10,trial,3701
symbol_search,316,2,11,trial,2149
symbol_search,316,2,12,trial,1772
symbol_search,316,2,13,trial,1925
symbol_search,316,2,14,trial,3687
symbol_search,316,2,15,trial,2136
symbol_search,316,2,16,trial,3301
symbol_search,316,2,17,trial,1682
symbol_search,316,2,18,trial,2700
symbol_search,316,3,1,trial,4085
symbol_search,316,3,2,trial,2322
symbol_search,316,3,3,trial,2817
symbol_search,316,3,4,trial,3870
symbol_search,316,3,5,trial,2333
symbol_search,316,3,6,trial,2087
symbol_search,316,3,7,trial,4485
symbol_search,316,3,8,trial,1967
symbol_search,316,3,9,trial,2936
symbol_search,316,3,10,trial,2232
symbol_search,316,3,11,trial,2367
symbol_search,316,3,12,trial,1934
symbol_search,316,3,13,trial,2234
symbol_search,316,3,14,trial,2949
symbol_search,316,3,15,trial,2051
symbol_search,316,3,16,trial,2132
symbol_search,316,3,17,trial,4067
symbol_search,316,3,18,trial,1969
symbol_search,317,1,1,trial,3616
symbol_search,317,1,2,trial,3891
symbol_search,317,1,3,trial,5453
symbol_search,317,1,4,trial,3286
symbol_search,317,1,5,trial,2767
symbol_search,317,1,6,trial,1662
symbol_search,317,1,7,trial,4135
symbol_search,317,1,8,trial,4545
symbol_search,317,1,9,trial,4033
symbol_search,317,1,10,trial,2367
symbol_search,317,1,11,trial,3466
symbol_search,317,1,12,trial,1601
symbol_search,317,1,13,trial,2483
symbol_search,317,1,14,trial,5785
symbol_search,317,1,15,trial,2184
symbol_search,317,1,16,trial,2467
symbol_search,317,1,17,trial,3285
symbol_search,317,1,18,trial,2684
symbol_search,317,2,1,trial,2452
symbol_search,317,2,2,trial,2183
symbol_search,317,2,3,trial,1819
symbol_search,317,2,4,trial,3599
symbol_search,317,2,5,trial,3170
symbol_search,317,2,6,trial,1733
symbol_search,317,2,7,trial,3097
symbol_search,317,2,8,trial,6836
symbol_search,317,2,9,trial,2066
symbol_search,317,2,10,trial,2633
symbol_search,317,2,11,trial,3379
symbol_search,317,2,12,trial,2620
symbol_search,317,2,13,trial,1668
symbol_search,317,2,14,trial,2838
symbol_search,317,2,15,trial,2968
symbol_search,317,2,16,trial,2552
symbol_search,317,2,17,trial,2890
symbol_search,317,2,18,trial,2759
symbol_search,317,3,1,trial,2250
symbol_search,317,3,2,trial,2033
symbol_search,317,3,3,trial,1767
symbol_search,317,3,4,trial,1350
symbol_search,317,3,5,trial,2449
symbol_search,317,3,6,trial,2318
symbol_search,317,3,7,trial,2501
symbol_search,317,3,8,trial,2618
symbol_search,317,3,9,trial,5851
symbol_search,317,3,10,trial,4304
symbol_search,317,3,11,trial,2902
symbol_search,317,3,12,trial,2050
symbol_search,317,3,13,trial,2117
symbol_search,317,3,14,trial,1851
symbol_search,317,3,15,trial,5535
symbol_search,317,3,16,trial,2766
symbol_search,317,3,17,trial,2299
symbol_search,317,3,18,trial,3433
symbol_search,318,1,1,trial,1913
symbol_search,318,1,2,trial,1810
symbol_search,318,1,3,trial,752
symbol_search,318,1,4,trial,843
symbol_search,318,1,5,trial,1350
symbol_search,318,1,6,trial,2104
symbol_search,318,1,7,trial,1434
symbol_search,318,1,8,trial,1598
symbol_search,318,1,9,trial,1417
symbol_search,318,1,10,trial,799
symbol_search,318,1,11,trial,2900
symbol_search,318,1,12,trial,1817
symbol_search,318,1,13,trial,634
symbol_search,318,1,14,trial,1583
symbol_search,318,1,15,trial,3051
symbol_search,318,1,16,trial,1183
symbol_search,318,1,17,trial,1433
symbol_search,318,1,18,trial,868
symbol_search,318,2,1,trial,2108
symbol_search,318,2,2,trial,1283
symbol_search,318,2,3,trial,1385
symbol_search,318,2,4,trial,2268
symbol_search,318,2,5,trial,1317
symbol_search,318,2,6,trial,903
symbol_search,318,2,7,trial,1084
symbol_search,318,2,8,trial,2268
symbol_search,318,2,9,trial,1052
symbol_search,318,2,10,trial,2100
symbol_search,318,2,11,trial,1033
symbol_search,318,2,12,trial,1317
symbol_search,318,2,13,trial,1584
symbol_search,318,2,14,trial,1366
symbol_search,318,2,15,trial,799
symbol_search,318,2,16,trial,1495
symbol_search,318,2,17,trial,2121
symbol_search,318,2,18,trial,2201
symbol_search,318,3,1,trial,2569
symbol_search,318,3,2,trial,1250
symbol_search,318,3,3,trial,2129
symbol_search,318,3,4,trial,1767
symbol_search,318,3,5,trial,1502
symbol_search,318,3,6,trial,999
symbol_search,318,3,7,trial,3000
symbol_search,318,3,8,trial,2045
symbol_search,318,3,10,trial,3906
symbol_search,318,3,11,trial,1635
symbol_search,318,3,12,trial,1768
symbol_search,318,3,13,trial,2185
symbol_search,318,3,14,trial,1534
symbol_search,318,3,15,trial,2232
symbol_search,318,3,16,trial,1267
symbol_search,318,3,17,trial,1734
symbol_search,318,3,18,trial,1017
symbol_search,319,1,2,trial,2047
symbol_search,319,1,3,trial,4085
symbol_search,319,1,4,trial,5360
symbol_search,319,1,5,trial,3819
symbol_search,319,1,6,trial,5885
symbol_search,319,1,7,trial,5096
symbol_search,319,1,8,trial,7133
symbol_search,319,1,9,trial,2167
symbol_search,319,1,10,trial,4334
symbol_search,319,1,11,trial,2815
symbol_search,319,1,12,trial,2475
symbol_search,319,1,13,trial,4489
symbol_search,319,1,14,trial,5166
symbol_search,319,1,15,trial,3635
symbol_search,319,1,16,trial,6317
symbol_search,319,1,17,trial,3546
symbol_search,319,1,18,trial,2299
symbol_search,319,2,1,trial,3752
symbol_search,319,2,2,trial,2751
symbol_search,319,2,3,trial,2139
symbol_search,319,2,5,trial,3539
symbol_search,319,2,6,trial,7170
symbol_search,319,2,7,trial,1753
symbol_search,319,2,8,trial,6267
symbol_search,319,2,9,trial,1868
symbol_search,319,2,10,trial,1783
symbol_search,319,2,11,trial,1983
symbol_search,319,2,12,trial,3033
symbol_search,319,2,13,trial,5452
symbol_search,319,2,14,trial,5202
symbol_search,319,2,15,trial,2949
symbol_search,319,2,16,trial,1518
symbol_search,319,2,17,trial,5235
symbol_search,319,2,18,trial,2784
symbol_search,319,3,1,trial,3620
symbol_search,319,3,2,trial,2199
symbol_search,319,3,3,trial,3085
symbol_search,319,3,4,trial,2382
symbol_search,319,3,5,trial,3984
symbol_search,319,3,6,trial,3933
symbol_search,319,3,7,trial,1704
symbol_search,319,3,8,trial,2427
symbol_search,319,3,9,trial,5093
symbol_search,319,3,10,trial,2584
symbol_search,319,3,11,trial,4649
symbol_search,319,3,12,trial,4835
symbol_search,319,3,13,trial,3501
symbol_search,319,3,14,trial,5234
symbol_search,319,3,16,trial,3286
symbol_search,319,3,17,trial,5835
symbol_search,319,3,18,trial,6836
symbol_search,320,1,1,trial,3547
symbol_search,320,1,2,trial,2587
symbol_search,320,1,3,trial,2858
symbol_search,320,1,4,trial,3806
symbol_search,320,1,5,trial,3174
symbol_search,320,1,6,trial,5416
symbol_search,320,1,7,trial,5215
symbol_search,320,1,8,trial,2718
symbol_search,320,1,9,trial,3949
symbol_search,320,1,10,trial,4800
symbol_search,320,1,11,trial,3733
symbol_search,320,1,12,trial,5450
symbol_search,320,1,13,trial,4302
symbol_search,320,1,14,trial,3716
symbol_search,320,1,15,trial,2150
symbol_search,320,1,16,trial,2734
symbol_search,320,1,17,trial,3704
symbol_search,320,1,18,trial,3017
symbol_search,320,2,1,trial,1433
symbol_search,320,2,2,trial,5451
symbol_search,320,2,3,trial,3334
symbol_search,320,2,4,trial,3683
symbol_search,320,2,5,trial,1969
symbol_search,320,2,6,trial,3271
symbol_search,320,2,7,trial,1667
symbol_search,320,2,8,trial,3770
symbol_search,320,2,9,trial,1966
symbol_search,320,2,10,trial,4004
symbol_search,320,2,11,trial,3419
symbol_search,320,2,12,trial,2383
symbol_search,320,2,13,trial,1883
symbol_search,320,2,14,trial,2550
symbol_search,320,2,15,trial,3599
symbol_search,320,2,16,trial,3885
symbol_search,320,2,17,trial,2601
symbol_search,320,2,18,trial,3917
symbol_search,320,3,1,trial,3760
symbol_search,320,3,2,trial,1718
symbol_search,320,3,3,trial,1889
symbol_search,320,3,4,trial,1941
symbol_search,320,3,5,trial,3102
symbol_search,320,3,6,trial,4318
symbol_search,320,3,7,trial,2383
symbol_search,320,3,8,trial,3184
symbol_search,320,3,9,trial,2035
symbol_search,320,3,10,trial,1715
symbol_search,320,3,11,trial,2333
symbol_search,320,3,12,trial,3117
symbol_search,320,3,13,trial,2283
symbol_search,320,3,14,trial,2317
symbol_search,320,3,15,trial,3685
symbol_search,320,3,16,trial,2350
symbol_search,320,3,17,trial,2819
symbol_search,320,3,18,trial,3243
symbol_search,321,1,1,trial,1987
symbol_search,321,1,2,trial,2669
symbol_search,321,1,3,trial,5202
symbol_search,321,1,4,trial,4533
symbol_search,321,1,5,trial,3442
symbol_search,321,1,6,trial,2300
symbol_search,321,1,7,trial,3498
symbol_search,321,1,8,trial,3200
symbol_search,321,1,9,trial,1800
symbol_search,321,1,10,trial,3551
symbol_search,321,1,11,trial,2418
