id,session,session_seq,visit_id,trial,dot,distance
329,3,3,329_3_2024-04-02,2,3,5
329,3,3,329_3_2024-04-02,3,1,14.142135623730951
329,3,3,329_3_2024-04-02,3,2,5
329,3,3,329_3_2024-04-02,3,3,10
330,1,1,330_1_2024-04-11,1,1,0
330,1,1,330_1_2024-04-11,1,2,0
330,1,1,330_1_2024-04-11,1,3,0
330,1,1,330_1_2024-04-11,2,1,0
330,1,1,330_1_2024-04-11,2,2,5
330,1,1,330_1_2024-04-11,2,3,10
330,1,1,330_1_2024-04-11,3,1,0
330,1,1,330_1_2024-04-11,3,2,0
330,1,1,330_1_2024-04-11,3,3,0
330,2,2,330_2_2024-04-11,1,1,5
330,2,2,330_2_2024-04-11,1,2,5
330,2,2,330_2_2024-04-11,1,3,0
330,2,2,330_2_2024-04-11,2,1,10
330,2,2,330_2_2024-04-11,2,2,5
330,2,2,330_2_2024-04-11,2,3,5
330,2,2,330_2_2024-04-11,3,1,0
330,2,2,330_2_2024-04-11,3,2,0
330,2,2,330_2_2024-04-11,3,3,0
330,3,3,330_3_2024-04-11,1,1,0
330,3,3,330_3_2024-04-11,1,2,0
330,3,3,330_3_2024-04-11,1,3,0
330,3,3,330_3_2024-04-11,2,1,7.0710678118654755
330,3,3,330_3_2024-04-11,2,2,7.0710678118654755
330,3,3,330_3_2024-04-11,2,3,0
330,3,3,330_3_2024-04-11,3,1,0
330,3,3,330_3_2024-04-11,3,2,0
330,3,3,330_3_2024-04-11,3,3,0
331,1,1,331_1_2024-04-29,1,1,5
331,1,1,331_1_2024-04-29,1,2,5
331,1,1,331_1_2024-04-29,1,3,11.180339887498949
331,1,1,331_1_2024-04-29,2,1,5
331,1,1,331_1_2024-04-29,2,2,5
331,1,1,331_1_2024-04-29,2,3,5
331,1,1,331_1_2024-04-29,3,1,11.180339887498949
331,1,1,331_1_2024-04-29,3,2,7.0710678118654755
331,1,1,331_1_2024-04-29,3,3,10
331,2,2,331_2_2024-04-29,1,1,7.0710678118654755
331,2,2,331_2_2024-04-29,1,2,5
331,2,2,331_2_2024-04-29,1,3,5
331,2,2,331_2_2024-04-29,2,1,5
331,2,2,331_2_2024-04-29,2,2,5
331,2,2,331_2_2024-04-29,2,3,0
331,2,2,331_2_2024-04-29,3,1,5
331,2,2,331_2_2024-04-29,3,2,0
331,2,2,331_2_2024-04-29,3,3,7.0710678118654755
331,3,3,331_3_2024-04-29,1,1,0
331,3,3,331_3_2024-04-29,1,2,0
331,3,3,331_3_2024-04-29,1,3,0
331,3,3,331_3_2024-04-29,2,1,0
331,3,3,331_3_2024-04-29,2,2,7.0710678118654755
331,3,3,331_3_2024-04-29,2,3,0
331,3,3,331_3_2024-04-29,3,1,5
331,3,3,331_3_2024-04-29,3,2,5
331,3,3,331_3_2024-04-29,3,3,5
332,1,1,332_1_2024-07-10,1,1,0
332,1,1,332_1_2024-07-10,1,2,5
332,1,1,332_1_2024-07-10,1,3,11.180339887498949
332,1,1,332_1_2024-07-10,2,1,0
332,1,1,332_1_2024-07-10,2,2,0
332,1,1,332_1_2024-07-10,2,3,7.0710678118654755
332,1,1,332_1_2024-07-10,3,1,0
332,1,1,332_1_2024-07-10,3,2,0
332,1,1,332_1_2024-07-10,3,3,5
332,2,2,332_2_2024-07-10,1,1,0
332,2,2,332_2_2024-07-10,1,2,0
332,2,2,332_2_2024-07-10,1,3,5
332,2,2,332_2_2024-07-10,2,1,14.142135623730951
332,2,2,332_2_2024-07-10,2,2,0
332,2,2,332_2_2024-07-10,2,3,0
332,2,2,332_2_2024-07-10,3,1,0
332,2,2,332_2_2024-07-10,3,2,5
332,2,2,332_2_2024-07-10,3,3,0
332,3,3,332_3_2024-07-10,1,1,5
332,3,3,332_3_2024-07-10,1,2,5
332,3,3,332_3_2024-07-10,1,3,15
332,3,3,332_3_2024-07-10,2,1,5
332,3,3,332_3_2024-07-10,2,2,5
332,3,3,332_3_2024-07-10,2,3,0
332,3,3,332_3_2024-07-10,3,1,7.0710678118654755
332,3,3,332_3_2024-07-10,3,2,5
332,3,3,332_3_2024-07-10,3,3,10
333,1,1,333_1_2024-05-09,1,1,0
333,1,1,333_1_2024-05-09,1,2,0
333,1,1,333_1_2024-05-09,1,3,5
333,1,1,333_1_2024-05-09,2,1,0
333,1,1,333_1_2024-05-09,2,2,0
333,1,1,333_1_2024-05-09,2,3,5
333,1,1,333_1_2024-05-09,3,1,0
333,1,1,333_1_2024-05-09,3,2,0
333,1,1,333_1_2024-05-09,3,3,0
333,2,2,333_2_2024-05-09,1,1,0
333,2,2,333_2_2024-05-09,1,2,0
333,2,2,333_2_2024-05-09,1,3,5
333,2,2,333_2_2024-05-09,2,1,0
333,2,2,333_2_2024-05-09,2,2,0
333,2,2,333_2_2024-05-09,2,3,0
333,2,2,333_2_2024-05-09,3,1,0
333,2,2,333_2_2024-05-09,3,2,5
333,2,2,333_2_2024-05-09,3,3,0
333,3,3,333_3_2024-05-09,1,1,0
333,3,3,333_3_2024-05-09,1,2,0
333,3,3,333_3_2024-05-09,1,3,0
333,3,3,333_3_2024-05-09,2,1,5
333,3,3,333_3_2024-05-09,2,2,5
333,3,3,333_3_2024-05-09,2,3,5
333,3,3,333_3_2024-05-09,3,1,0
333,3,3,333_3_2024-05-09,3,2,0
333,3,3,333_3_2024-05-09,3,3,0
334,1,1,334_1_2024-05-07,1,1,0
334,1,1,334_1_2024-05-07,1,2,0
334,1,1,334_1_2024-05-07,1,3,5
334,1,1,334_1_2024-05-07,2,1,5
334,1,1,334_1_2024-05-07,2,2,0
334,1,1,334_1_2024-05-07,2,3,0
334,1,1,334_1_2024-05-07,3,1,0
334,1,1,334_1_2024-05-07,3,2,5
334,1,1,334_1_2024-05-07,3,3,5
334,2,2,334_2_2024-05-07,1,1,0
334,2,2,334_2_2024-05-07,1,2,0
334,2,2,334_2_2024-05-07,1,3,0
334,2,2,334_2_2024-05-07,2,1,0
334,2,2,334_2_2024-05-07,2,2,0
334,2,2,334_2_2024-05-07,2,3,5
334,2,2,334_2_2024-05-07,3,1,0
334,2,2,334_2_2024-05-07,3,2,0
334,2,2,334_2_2024-05-07,3,3,0
334,3,3,334_3_2024-05-07,1,1,0
334,3,3,334_3_2024-05-07,1,2,0
334,3,3,334_3_2024-05-07,1,3,0
334,3,3,334_3_2024-05-07,2,1,0
334,3,3,334_3_2024-05-07,2,2,0
334,3,3,334_3_2024-05-07,2,3,0
334,3,3,334_3_2024-05-07,3,1,5
334,3,3,334_3_2024-05-07,3,2,5
334,3,3,334_3_2024-05-07,3,3,0
335,1,1,335_1_2024-05-13,1,1,0
335,1,1,335_1_2024-05-13,1,2,7.0710678118654755
335,1,1,335_1_2024-05-13,1,3,0
335,1,1,335_1_2024-05-13,2,1,0
335,1,1,335_1_2024-05-13,2,2,5
335,1,1,335_1_2024-05-13,2,3,5
335,1,1,335_1_2024-05-13,3,1,5
335,1,1,335_1_2024-05-13,3,2,5
335,1,1,335_1_2024-05-13,3,3,0
335,2,2,335_2_2024-05-13,1,1,0
335,2,2,335_2_2024-05-13,1,2,0
335,2,2,335_2_2024-05-13,1,3,5
335,2,2,335_2_2024-05-13,2,1,0
335,2,2,335_2_2024-05-13,2,2,0
335,2,2,335_2_2024-05-13,2,3,0
335,2,2,335_2_2024-05-13,3,1,5
335,2,2,335_2_2024-05-13,3,2,0
335,2,2,335_2_2024-05-13,3,3,0
335,3,3,335_3_2024-05-13,1,1,0
335,3,3,335_3_2024-05-13,1,2,0
335,3,3,335_3_2024-05-13,1,3,0
335,3,3,335_3_2024-05-13,2,1,0
335,3,3,335_3_2024-05-13,2,2,0
335,3,3,335_3_2024-05-13,2,3,0
335,3,3,335_3_2024-05-13,3,1,0
335,3,3,335_3_2024-05-13,3,2,0
335,3,3,335_3_2024-05-13,3,3,0
336,1,1,336_1_2024-05-23,1,1,0
336,1,1,336_1_2024-05-23,1,2,0
336,1,1,336_1_2024-05-23,1,3,0
336,1,1,336_1_2024-05-23,2,1,0
336,1,1,336_1_2024-05-23,2,2,0
336,1,1,336_1_2024-05-23,2,3,0
336,1,1,336_1_2024-05-23,3,1,0
336,1,1,336_1_2024-05-23,3,2,5
336,1,1,336_1_2024-05-23,3,3,10
336,2,2,336_2_2024-05-23,1,1,0
336,2,2,336_2_2024-05-23,1,2,0
336,2,2,336_2_2024-05-23,1,3,0
336,2,2,336_2_2024-05-23,2,1,0
336,2,2,336_2_2024-05-23,2,2,5
336,2,2,336_2_2024-05-23,2,3,5
336,2,2,336_2_2024-05-23,3,1,5
336,2,2,336_2_2024-05-23,3,2,0
336,2,2,336_2_2024-05-23,3,3,5
336,3,3,336_3_2024-05-23,1,1,0
336,3,3,336_3_2024-05-23,1,2,0
336,3,3,336_3_2024-05-23,1,3,0
336,3,3,336_3_2024-05-23,2,1,5
336,3,3,336_3_2024-05-23,2,2,0
336,3,3,336_3_2024-05-23,2,3,5
336,3,3,336_3_2024-05-23,3,1,0
336,3,3,336_3_2024-05-23,3,2,0
336,3,3,336_3_2024-05-23,3,3,0
337,1,1,337_1_2024-07-24,1,1,0
337,1,1,337_1_2024-07-24,1,2,5
337,1,1,337_1_2024-07-24,1,3,10
337,1,1,337_1_2024-07-24,2,1,11.180339887498949
337,1,1,337_1_2024-07-24,2,2,5
337,1,1,337_1_2024-07-24,2,3,5
337,1,1,337_1_2024-07-24,3,1,0
337,1,1,337_1_2024-07-24,3,2,0
337,1,1,337_1_2024-07-24,3,3,0
337,2,2,337_2_2024-07-24,1,1,7.0710678118654755
337,2,2,337_2_2024-07-24,1,2,5
337,2,2,337_2_2024-07-24,1,3,10
337,2,2,337_2_2024-07-24,2,1,5
337,2,2,337_2_2024-07-24,2,2,0
337,2,2,337_2_2024-07-24,2,3,5
337,2,2,337_2_2024-07-24,3,1,5
337,2,2,337_2_2024-07-24,3,2,5
337,2,2,337_2_2024-07-24,3,3,0
337,3,3,337_3_2024-07-24,1,1,5
337,3,3,337_3_2024-07-24,1,2,0
337,3,3,337_3_2024-07-24,1,3,5
337,3,3,337_3_2024-07-24,2,1,10
337,3,3,337_3_2024-07-24,2,2,0
337,3,3,337_3_2024-07-24,2,3,0
337,3,3,337_3_2024-07-24,3,1,0
337,3,3,337_3_2024-07-24,3,2,0
337,3,3,337_3_2024-07-24,3,3,0
338,1,1,338_1_2024-07-15,1,1,0
338,1,1,338_1_2024-07-15,1,2,5
338,1,1,338_1_2024-07-15,1,3,5
338,1,1,338_1_2024-07-15,2,1,10
338,1,1,338_1_2024-07-15,2,2,0
338,1,1,338_1_2024-07-15,2,3,7.0710678118654755
338,1,1,338_1_2024-07-15,3,1,7.0710678118654755
338,1,1,338_1_2024-07-15,3,2,5
338,1,1,338_1_2024-07-15,3,3,0
338,2,2,338_2_2024-07-15,1,1,0
338,2,2,338_2_2024-07-15,1,2,11.180339887498949
338,2,2,338_2_2024-07-15,1,3,0
338,2,2,338_2_2024-07-15,2,1,7.0710678118654755
338,2,2,338_2_2024-07-15,2,2,5
338,2,2,338_2_2024-07-15,2,3,5
338,2,2,338_2_2024-07-15,3,1,11.180339887498949
338,2,2,338_2_2024-07-15,3,2,11.180339887498949
338,2,2,338_2_2024-07-15,3,3,0
338,3,3,338_3_2024-07-15,1,1,0
338,3,3,338_3_2024-07-15,1,2,5
338,3,3,338_3_2024-07-15,1,3,5
338,3,3,338_3_2024-07-15,2,1,10
338,3,3,338_3_2024-07-15,2,2,0
338,3,3,338_3_2024-07-15,2,3,10
338,3,3,338_3_2024-07-15,3,1,0
338,3,3,338_3_2024-07-15,3,2,7.0710678118654755
338,3,3,338_3_2024-07-15,3,3,0
339,1,1,339_1_2024-07-22,1,1,0
339,1,1,339_1_2024-07-22,1,2,0
339,1,1,339_1_2024-07-22,1,3,0
339,1,1,339_1_2024-07-22,2,1,5
339,1,1,339_1_2024-07-22,2,2,5
339,1,1,339_1_2024-07-22,2,3,5
339,1,1,339_1_2024-07-22,3,1,5
339,1,1,339_1_2024-07-22,3,2,5
339,1,1,339_1_2024-07-22,3,3,11.180339887498949
339,2,2,339_2_2024-07-22,1,1,0
339,2,2,339_2_2024-07-22,1,2,5
339,2,2,339_2_2024-07-22,1,3,5
339,2,2,339_2_2024-07-22,2,1,0
339,2,2,339_2_2024-07-22,2,2,5
339,2,2,339_2_2024-07-22,2,3,5
339,2,2,339_2_2024-07-22,3,1,0
339,2,2,339_2_2024-07-22,3,2,7.0710678118654755
339,2,2,339_2_2024-07-22,3,3,0
339,3,3,339_3_2024-07-22,1,1,5
339,3,3,339_3_2024-07-22,1,2,5
339,3,3,339_3_2024-07-22,1,3,5
339,3,3,339_3_2024-07-22,2,1,0
339,3,3,339_3_2024-07-22,2,2,5
339,3,3,339_3_2024-07-22,2,3,5
339,3,3,339_3_2024-07-22,3,1,0
339,3,3,339_3_2024-07-22,3,2,0
339,3,3,339_3_2024-07-22,3,3,5
340,1,1,340_1_2024-07-30,1,1,5
340,1,1,340_1_2024-07-30,1,2,5
340,1,1,340_1_2024-07-30,1,3,0
340,1,1,340_1_2024-07-30,2,1,15
340,1,1,340_1_2024-07-30,2,2,7.0710678118654755
340,1,1,340_1_2024-07-30,2,3,5
340,1,1,340_1_2024-07-30,3,1,5
340,1,1,340_1_2024-07-30,3,2,7.0710678118654755
340,1,1,340_1_2024-07-30,3,3,10
340,2,2,340_2_2024-07-30,1,1,0
340,2,2,340_2_2024-07-30,1,2,0
340,2,2,340_2_2024-07-30,1,3,5
340,2,2,340_2_2024-07-30,2,1,11.180339887498949
340,2,2,340_2_2024-07-30,2,2,0
340,2,2,340_2_2024-07-30,2,3,10
340,2,2,340_2_2024-07-30,3,1,5
340,2,2,340_2_2024-07-30,3,2,7.0710678118654755
340,2,2,340_2_2024-07-30,3,3,7.0710678118654755
340,3,3,340_3_2024-07-30,1,1,0
340,3,3,340_3_2024-07-30,1,2,0
340,3,3,340_3_2024-07-30,1,3,0
340,3,3,340_3_2024-07-30,2,1,5
340,3,3,340_3_2024-07-30,2,2,5
340,3,3,340_3_2024-07-30,2,3,0
340,3,3,340_3_2024-07-30,3,1,0
340,3,3,340_3_2024-07-30,3,2,0
340,3,3,340_3_2024-07-30,3,3,5
341,1,1,341_1_2024-08-12,1,1,5
341,1,1,341_1_2024-08-12,1,2,0
341,1,1,341_1_2024-08-12,1,3,5
341,1,1,341_1_2024-08-12,2,1,0
341,1,1,341_1_2024-08-12,2,2,10
341,1,1,341_1_2024-08-12,2,3,5
341,1,1,341_1_2024-08-12,3,1,5
341,1,1,341_1_2024-08-12,3,2,5
341,1,1,341_1_2024-08-12,3,3,10
341,2,2,341_2_2024-08-12,1,1,0
341,2,2,341_2_2024-08-12,1,2,7.0710678118654755
341,2,2,341_2_2024-08-12,1,3,7.0710678118654755
341,2,2,341_2_2024-08-12,2,1,10
341,2,2,341_2_2024-08-12,2,2,15
341,2,2,341_2_2024-08-12,2,3,10
341,2,2,341_2_2024-08-12,3,1,0
341,2,2,341_2_2024-08-12,3,2,5
341,2,2,341_2_2024-08-12,3,3,5
341,3,3,341_3_2024-08-12,1,1,5
341,3,3,341_3_2024-08-12,1,2,7.0710678118654755
341,3,3,341_3_2024-08-12,1,3,5
341,3,3,341_3_2024-08-12,2,1,5
341,3,3,341_3_2024-08-12,2,2,5
341,3,3,341_3_2024-08-12,2,3,10
341,3,3,341_3_2024-08-12,3,1,0
341,3,3,341_3_2024-08-12,3,2,10
341,3,3,341_3_2024-08-12,3,3,5
342,1,1,342_1_2024-08-19,1,1,11.180339887498949
342,1,1,342_1_2024-08-19,1,2,0
342,1,1,342_1_2024-08-19,1,3,5
342,1,1,342_1_2024-08-19,2,1,0
342,1,1,342_1_2024-08-19,2,2,0
342,1,1,342_1_2024-08-19,2,3,0
342,1,1,342_1_2024-08-19,3,1,0
342,1,1,342_1_2024-08-19,3,2,5
342,1,1,342_1_2024-08-19,3,3,7.0710678118654755
342,2,2,342_2_2024-08-19,1,1,5
342,2,2,342_2_2024-08-19,1,2,5
342,2,2,342_2_2024-08-19,1,3,5
342,2,2,342_2_2024-08-19,2,1,7.0710678118654755
342,2,2,342_2_2024-08-19,2,2,5
342,2,2,342_2_2024-08-19,2,3,5
342,2,2,342_2_2024-08-19,3,1,7.0710678118654755
342,2,2,342_2_2024-08-19,3,2,5
342,2,2,342_2_2024-08-19,3,3,5
342,3,3,342_3_2024-08-19,1,1,5
342,3,3,342_3_2024-08-19,1,2,0
342,3,3,342_3_2024-08-19,1,3,5
342,3,3,342_3_2024-08-19,2,1,5
342,3,3,342_3_2024-08-19,2,2,5
342,3,3,342_3_2024-08-19,2,3,7.0710678118654755
342,3,3,342_3_2024-08-19,3,1,5
342,3,3,342_3_2024-08-19,3,2,10
342,3,3,342_3_2024-08-19,3,3,0
343,1,1,343_1_2024-08-29,1,1,0
343,1,1,343_1_2024-08-29,1,2,0
343,1,1,343_1_2024-08-29,1,3,0
343,1,1,343_1_2024-08-29,2,1,7.0710678118654755
343,1,1,343_1_2024-08-29,2,2,10
343,1,1,343_1_2024-08-29,2,3,11.180339887498949
343,1,1,343_1_2024-08-29,3,1,5
343,1,1,343_1_2024-08-29,3,2,7.0710678118654755
343,1,1,343_1_2024-08-29,3,3,0
343,2,2,343_2_2024-08-29,1,1,5
343,2,2,343_2_2024-08-29,1,2,0
343,2,2,343_2_2024-08-29,1,3,0
343,2,2,343_2_2024-08-29,2,1,0
343,2,2,343_2_2024-08-29,2,2,5
343,2,2,343_2_2024-08-29,2,3,11.180339887498949
343,2,2,343_2_2024-08-29,3,1,5
343,2,2,343_2_2024-08-29,3,2,7.0710678118654755
343,2,2,343_2_2024-08-29,3,3,0
343,3,3,343_3_2024-08-29,1,1,5
343,3,3,343_3_2024-08-29,1,2,5
343,3,3,343_3_2024-08-29,1,3,0
343,3,3,343_3_2024-08-29,2,1,0
343,3,3,343_3_2024-08-29,2,2,7.0710678118654755
343,3,3,343_3_2024-08-29,2,3,10
343,3,3,343_3_2024-08-29,3,1,11.180339887498949
343,3,3,343_3_2024-08-29,3,2,5
343,3,3,343_3_2024-08-29,3,3,5
346,1,1,346_1_2024-09-19,1,1,5
346,1,1,346_1_2024-09-19,1,2,5
346,1,1,346_1_2024-09-19,1,3,7.0710678118654755
346,1,1,346_1_2024-09-19,2,1,5
346,1,1,346_1_2024-09-19,2,2,5
346,1,1,346_1_2024-09-19,2,3,5
346,1,1,346_1_2024-09-19,3,1,10
346,1,1,346_1_2024-09-19,3,2,10
346,1,1,346_1_2024-09-19,3,3,5
346,2,2,346_2_2024-09-19,1,1,7.0710678118654755
346,2,2,346_2_2024-09-19,1,2,0
346,2,2,346_2_2024-09-19,1,3,0
346,2,2,346_2_2024-09-19,2,1,0
346,2,2,346_2_2024-09-19,2,2,5
346,2,2,346_2_2024-09-19,2,3,7.0710678118654755
346,2,2,346_2_2024-09-19,3,1,5
346,2,2,346_2_2024-09-19,3,2,0
346,2,2,346_2_2024-09-19,3,3,0
346,3,3,346_3_2024-09-19,1,1,0
346,3,3,346_3_2024-09-19,1,2,0
346,3,3,346_3_2024-09-19,1,3,0
346,3,3,346_3_2024-09-19,2,1,0
346,3,3,346_3_2024-09-19,2,2,0
346,3,3,346_3_2024-09-19,2,3,5
346,3,3,346_3_2024-09-19,3,1,5
346,3,3,346_3_2024-09-19,3,2,5
346,3,3,346_3_2024-09-19,3,3,5
347,1,1,347_1_2024-09-23,1,1,5
347,1,1,347_1_2024-09-23,1,2,5
347,1,1,347_1_2024-09-23,1,3,5
347,1,1,347_1_2024-09-23,2,1,10
347,1,1,347_1_2024-09-23,2,2,5
347,1,1,347_1_2024-09-23,2,3,11.180339887498949
347,1,1,347_1_2024-09-23,3,1,0
347,1,1,347_1_2024-09-23,3,2,5
347,1,1,347_1_2024-09-23,3,3,5
347,2,2,347_2_2024-09-23,1,1,5
347,2,2,347_2_2024-09-23,1,2,7.0710678118654755
347,2,2,347_2_2024-09-23,1,3,0
347,2,2,347_2_2024-09-23,2,1,0
347,2,2,347_2_2024-09-23,2,2,0
347,2,2,347_2_2024-09-23,2,3,0
347,2,2,347_2_2024-09-23,3,1,5
347,2,2,347_2_2024-09-23,3,2,0
347,2,2,347_2_2024-09-23,3,3,0
347,3,3,347_3_2024-09-23,1,1,5
347,3,3,347_3_2024-09-23,1,2,5
347,3,3,347_3_2024-09-23,1,3,5
347,3,3,347_3_2024-09-23,2,1,0
347,3,3,347_3_2024-09-23,2,2,0
347,3,3,347_3_2024-09-23,2,3,0
347,3,3,347_3_2024-09-23,3,1,5
347,3,3,347_3_2024-09-23,3,2,0
347,3,3,347_3_2024-09-23,3,3,0
348,1,1,348_1_2024-10-01,1,1,5
348,1,1,348_1_2024-10-01,1,2,0
348,1,1,348_1_2024-10-01,1,3,0
348,1,1,348_1_2024-10-01,2,1,0
348,1,1,348_1_2024-10-01,2,2,0
348,1,1,348_1_2024-10-01,2,3,0
348,1,1,348_1_2024-10-01,3,1,0
348,1,1,348_1_2024-10-01,3,2,0
348,1,1,348_1_2024-10-01,3,3,0
348,2,2,348_2_2024-10-01,1,1,0
348,2,2,348_2_2024-10-01,1,2,0
348,2,2,348_2_2024-10-01,1,3,0
348,2,2,348_2_2024-10-01,2,1,0
348,2,2,348_2_2024-10-01,2,2,0
348,2,2,348_2_2024-10-01,2,3,0
348,2,2,348_2_2024-10-01,3,1,5
348,2,2,348_2_2024-10-01,3,2,5
348,2,2,348_2_2024-10-01,3,3,0
348,3,3,348_3_2024-10-01,1,1,0
348,3,3,348_3_2024-10-01,1,2,5
348,3,3,348_3_2024-10-01,1,3,0
348,3,3,348_3_2024-10-01,2,1,0
348,3,3,348_3_2024-10-01,2,2,0
348,3,3,348_3_2024-10-01,2,3,0
348,3,3,348_3_2024-10-01,3,1,7.0710678118654755
348,3,3,348_3_2024-10-01,3,2,5
348,3,3,348_3_2024-10-01,3,3,0
349,1,1,349_1_2024-09-24,1,1,5
349,1,1,349_1_2024-09-24,1,2,0
349,1,1,349_1_2024-09-24,1,3,7.0710678118654755
349,1,1,349_1_2024-09-24,2,1,7.0710678118654755
349,1,1,349_1_2024-09-24,2,2,5
349,1,1,349_1_2024-09-24,2,3,7.0710678118654755
349,1,1,349_1_2024-09-24,3,1,5
349,1,1,349_1_2024-09-24,3,2,7.0710678118654755
349,1,1,349_1_2024-09-24,3,3,0
349,2,2,349_2_2024-09-24,1,1,5
349,2,2,349_2_2024-09-24,1,2,5
349,2,2,349_2_2024-09-24,1,3,5
349,2,2,349_2_2024-09-24,2,1,0
349,2,2,349_2_2024-09-24,2,2,7.0710678118654755
349,2,2,349_2_2024-09-24,2,3,5
349,2,2,349_2_2024-09-24,3,1,5
349,2,2,349_2_2024-09-24,3,2,0
349,2,2,349_2_2024-09-24,3,3,7.0710678118654755
349,3,3,349_3_2024-09-24,1,1,5
349,3,3,349_3_2024-09-24,1,2,5
349,3,3,349_3_2024-09-24,1,3,7.0710678118654755
349,3,3,349_3_2024-09-24,2,1,7.0710678118654755
349,3,3,349_3_2024-09-24,2,2,7.0710678118654755
349,3,3,349_3_2024-09-24,2,3,5
349,3,3,349_3_2024-09-24,3,1,5
349,3,3,349_3_2024-09-24,3,2,5
349,3,3,349_3_2024-09-24,3,3,5
351,2,1,351_2_2024-09-26,1,1,7.0710678118654755
351,2,1,351_2_2024-09-26,1,2,5
351,2,1,351_2_2024-09-26,1,3,5
351,2,1,351_2_2024-09-26,2,1,7.0710678118654755
351,2,1,351_2_2024-09-26,2,2,5
351,2,1,351_2_2024-09-26,2,3,5
351,2,1,351_2_2024-09-26,3,1,0
351,2,1,351_2_2024-09-26,3,2,0
351,2,1,351_2_2024-09-26,3,3,0
351,3,2,351_3_2024-09-26,1,1,0
351,3,2,351_3_2024-09-26,1,2,0
351,3,2,351_3_2024-09-26,1,3,5
351,3,2,351_3_2024-09-26,2,1,5
351,3,2,351_3_2024-09-26,2,2,5
351,3,2,351_3_2024-09-26,2,3,5
351,3,2,351_3_2024-09-26,3,1,5
351,3,2,351_3_2024-09-26,3,2,0
351,3,2,351_3_2024-09-26,3,3,5
351,4,3,351_4_2024-09-26,1,1,0
351,4,3,351_4_2024-09-26,1,2,0
351,4,3,351_4_2024-09-26,1,3,7.0710678118654755
351,4,3,351_4_2024-09-26,2,1,5
351,4,3,351_4_2024-09-26,2,2,5
351,4,3,351_4_2024-09-26,2,3,5
351,4,3,351_4_2024-09-26,3,1,0
351,4,3,351_4_2024-09-26,3,2,0
351,4,3,351_4_2024-09-26,3,3,0
352,1,1,352_1_2024-11-21,1,1,5
352,1,1,352_1_2024-11-21,1,2,5
352,1,1,352_1_2024-11-21,1,3,5
352,1,1,352_1_2024-11-21,2,1,0
352,1,1,352_1_2024-11-21,2,2,5
352,1,1,352_1_2024-11-21,2,3,0
352,1,1,352_1_2024-11-21,3,1,5
352,1,1,352_1_2024-11-21,3,2,5
352,1,1,352_1_2024-11-21,3,3,5
352,2,2,352_2_2024-11-21,1,1,0
352,2,2,352_2_2024-11-21,1,2,0
352,2,2,352_2_2024-11-21,1,3,0
352,2,2,352_2_2024-11-21,2,1,0
352,2,2,352_2_2024-11-21,2,2,0
352,2,2,352_2_2024-11-21,2,3,0
352,2,2,352_2_2024-11-21,3,1,5
352,2,2,352_2_2024-11-21,3,2,5
352,2,2,352_2_2024-11-21,3,3,5
352,3,3,352_3_2024-11-21,1,1,0
352,3,3,352_3_2024-11-21,1,2,5
352,3,3,352_3_2024-11-21,1,3,0
352,3,3,352_3_2024-11-21,2,1,0
352,3,3,352_3_2024-11-21,2,2,0
352,3,3,352_3_2024-11-21,2,3,0
352,3,3,352_3_2024-11-21,3,1,0
352,3,3,352_3_2024-11-21,3,2,0
352,3,3,352_3_2024-11-21,3,3,0
353,2,1,353_2_2024-10-21,1,1,5
353,2,1,353_2_2024-10-21,1,2,5
353,2,1,353_2_2024-10-21,1,3,7.0710678118654755
353,2,1,353_2_2024-10-21,2,1,0
353,2,1,353_2_2024-10-21,2,2,5
353,2,1,353_2_2024-10-21,2,3,0
353,2,1,353_2_2024-10-21,3,1,7.0710678118654755
353,2,1,353_2_2024-10-21,3,2,7.0710678118654755
353,2,1,353_2_2024-10-21,3,3,5
353,3,2,353_3_2024-10-21,1,1,5
353,3,2,353_3_2024-10-21,1,2,0
353,3,2,353_3_2024-10-21,1,3,10
353,3,2,353_3_2024-10-21,2,1,7.0710678118654755
353,3,2,353_3_2024-10-21,2,2,10
353,3,2,353_3_2024-10-21,2,3,0
353,3,2,353_3_2024-10-21,3,1,5
353,3,2,353_3_2024-10-21,3,2,5
353,3,2,353_3_2024-10-21,3,3,0
353,4,3,353_4_2024-10-21,1,1,5
353,4,3,353_4_2024-10-21,1,2,7.0710678118654755
353,4,3,353_4_2024-10-21,1,3,0
353,4,3,353_4_2024-10-21,2,1,0
353,4,3,353_4_2024-10-21,2,2,5
353,4,3,353_4_2024-10-21,2,3,5
353,4,3,353_4_2024-10-21,3,1,0
353,4,3,353_4_2024-10-21,3,2,0
353,4,3,353_4_2024-10-21,3,3,5
354,1,1,354_1_2024-10-29,1,1,0
354,1,1,354_1_2024-10-29,1,2,0
354,1,1,354_1_2024-10-29,1,3,5
354,1,1,354_1_2024-10-29,2,1,0
354,1,1,354_1_2024-10-29,2,2,5
354,1,1,354_1_2024-10-29,2,3,5
354,1,1,354_1_2024-10-29,3,1,11.180339887498949
354,1,1,354_1_2024-10-29,3,2,5
354,1,1,354_1_2024-10-29,3,3,0
354,2,2,354_2_2024-10-29,1,1,7.0710678118654755
354,2,2,354_2_2024-10-29,1,2,7.0710678118654755
354,2,2,354_2_2024-10-29,1,3,11.180339887498949
354,2,2,354_2_2024-10-29,2,1,0
354,2,2,354_2_2024-10-29,2,2,0
354,2,2,354_2_2024-10-29,2,3,0
